Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.69217866267039,-5.9002831713953489,2.8380053131942306,-3.9877445760864136,6.138134361438919 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.506890528773436,-8.367802583854373,2.1270785113374588,-5.994325728477179,6.035725480766606 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,5.300550346936364,-10.843366848718228,1.4100796387424453,-8.007017071365056,5.8998601586448979 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,5.077554235512563,-13.325555278782077,0.6783562366281899,-10.02765713018863,5.740874457222692 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,5.005582869336638,-13.126659372084357,0.6251850261003256,-9.879095231996644,5.598190398653121 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,4.9202296473326669,-12.949644175744169,0.5992071049506649,-9.745750445440422,5.489374089635318 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,4.853045212831492,-12.771431853746991,0.5839400066791995,-9.62166178560733,5.408544054622462 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,4.797497385884746,-12.593297700937346,0.573279093936435,-9.474185588194644,5.3438717525942709 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.74398416325126,-12.46715826820497,0.5804694644156143,-9.337697663839663,5.286114798628297 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.693668603661392,-12.342383545169808,0.5817264575932768,-9.181581895333182,5.230664128908318 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,4.644388121869495,-12.2191332342475,0.5925664732725409,-9.044064226726733,5.176302840868944 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.595564585490174,-12.09745648953781,0.5961492690486239,-8.888285714906943,5.122793494544583 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.542899702058585,-12.06922072700982,0.5386265078390125,-8.934391981434033,5.0690390209739279 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.490580410889139,-12.042077580317879,0.48550564406298238,-8.979600919487098,5.014636837514665 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.4379906350671389,-12.016461241343836,0.4328722988246909,-9.023882073442337,4.9597677848352339 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.3852685850670209,-11.992238758561277,0.3804868428858299,-9.067050964161126,4.9047277235100019 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,4.338307846499526,-11.870317412931945,0.37500469121778226,-8.987351354119994,4.8509226348260709 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,4.291606775832554,-11.748463626411237,0.3665710734912295,-8.899649992927039,4.7988940177875138 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,4.246020983935596,-11.626585066088655,0.3583123939733923,-8.810936653004319,4.748372520540168 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.201357929578063,-11.504715451547618,0.35086461820390016,-8.721903403163651,4.698926404927639 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.149639914218097,-11.505728795882753,0.3085589873870731,-8.7255228983704,4.6488358406813738 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.09856257377027,-11.506686336829084,0.26781924797478498,-8.735423421879205,4.597358174449784 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0469295395552449,-11.507686817005018,0.22733656369632627,-8.745966571937288,4.5447986743064 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.9949770082704805,-11.508684996011559,0.18650938395143158,-8.75669589809354,4.491704421448188 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.9449691286465438,-11.485341872507025,0.13535318925585217,-8.793821458698858,4.438704997911712 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.894831735065613,-11.463211303112708,0.08644086392126838,-8.831286089977994,4.386140446969062 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.844964380157657,-11.442206826896424,0.038111502534263767,-8.86788953650182,4.334014374581332 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.7953843254724046,-11.422261301394732,-0.009639496729221264,-8.903431839942414,4.28223589924857 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,3.7453501954145107,-11.373191747167395,-0.022781229458416875,-8.849801176884739,4.230639417898705 
 01/01  07:30:00,-10.3,164.70730277996078,1.0,22.819555959623899,1.0,22.819555959623899,164.70730277996078,3.8180506704941319,-9.69953124705397,0.28692546677643807,-8.508829219770746,4.19779882496983 
 01/01  07:45:00,-10.15,808.7145075753374,1.0,109.75755355442667,1.0,109.75755355442667,808.7145075753374,4.226414790709872,-3.329262390069926,1.5805142480734845,-7.363542644733116,4.23551657616509 
 01/01  08:00:00,-10.0,1470.5605139501664,1.0,195.8764694434918,1.0,195.8764694434918,1470.5605139501664,4.767945683297963,3.172632128736277,2.9849851810126895,-6.19541969887797,4.350420849571448 
 01/01  08:15:00,-9.725,2130.1268679617157,1.0,278.97248314719988,1.0,278.97248314719988,2130.1268679617157,5.1674135882346869,8.327072369694486,4.433765380383534,-5.142094651981324,4.520605298357582 
 01/01  08:30:00,-9.45,2825.385387072841,1.0,364.91995730569456,1.0,364.91995730569456,2825.385387072841,5.615947068788877,13.409470332356058,5.9138818179860099,-4.080715065544041,4.736235050716322 
 01/01  08:45:00,-9.175,3285.3657815806207,1.0,420.35879993239237,1.0,420.35879993239237,3285.3657815806207,5.934523859036992,16.166576250665409,6.884645679511323,-3.426966720408018,4.976269451681693 
 01/01  09:00:00,-8.9,3762.8630174369429,1.0,478.00138373643099,1.0,478.00138373643099,3762.8630174369429,6.3066239598489439,19.161493253076548,7.8508319795752758,-2.753628842766716,5.23027567571908 
