Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.707583128045165,-5.936402723591647,2.026896262113837,-4.949545621292884,4.115201346154304 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.530911700626896,-8.404118075248379,1.472545255585942,-7.080806010637843,4.026641506775666 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.334935551341699,-10.87993031648822,0.9141271650798899,-9.218822945301895,3.906488714682902 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.1235632123748577,-13.362326385189516,0.34149970768083906,-11.364731511396258,3.763963854549793 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,3.0637714700685017,-13.163598947776962,0.26846117277921169,-11.209364300655125,3.634938508513233 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,2.9897304955447385,-12.986374056684701,0.23684376911995742,-11.056982019993314,3.536608981125597 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,2.93226412670813,-12.807987150409736,0.21006050323018145,-10.904354981142433,3.464422013982678 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.8858181725699358,-12.629668751127995,0.19581150600140519,-10.749474192001685,3.4079505051401646 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.840940830834749,-12.504345375582688,0.18915508139315308,-10.616692292001858,3.3584424024373309 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.7993365805485279,-12.3804208793053,0.1818232424039934,-10.475475646735277,3.3113902922118729 
