Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.5679177374831076,-5.938948902097661,0.8511529372169662,-4.175898520621843,3.957285045372665 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.3851797088008106,-8.406783140506964,0.05971553195570323,-6.126668199555468,3.8587276229687368 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.179627107940547,-10.882906417122206,-0.7359541356310047,-8.083539847399664,3.7250380820144994 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.956075734610221,-13.365577469469573,-1.5459302626309182,-10.04896243631481,3.566590895307608 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,2.889476199563676,-13.167015186417992,-1.583879187779928,-9.911632153488768,3.4246594470677409 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,2.807969214593838,-12.989944772207189,-1.5930338022207025,-9.79394173091498,3.317871214397254 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,2.7452362156979595,-12.811586184837921,-1.5998310791735549,-9.666417760063041,3.240357718229172 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.6947170126275288,-12.633305851586292,-1.5945252945887206,-9.533758197925409,3.1800650456059058 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.646321647382525,-12.50813596916633,-1.5789841079737244,-9.393224374504542,3.1273074779374019 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.601463759477408,-12.384376431104866,-1.5614828646482693,-9.252228135988162,3.077271271526935 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.5576699560957905,-12.2621897703293,-1.542233426826101,-9.111000690830509,3.028482899615637 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.514501347611909,-12.141633406965547,-1.5223249930411385,-8.969971695370248,2.9806951278919997 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.467369414803338,-12.11202475311702,-1.5792436952452818,-9.005416794034545,2.932611106680959 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.42059418139795,-12.083571537625496,-1.6282070130002922,-9.047736355989742,2.8837780950055267 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3735004182711689,-12.056710300116633,-1.6759830995646894,-9.090063782143375,2.8344100334954516 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3262368391733334,-12.031304407812878,-1.7234166063158228,-9.13148237535097,2.784837188512448 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,2.284854475705749,-11.909245525845398,-1.7185172755518466,-9.054445406191576,2.736533292827908 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,2.24374312169616,-11.787265424371846,-1.716671496598451,-8.969731267743441,2.6900716483418019 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.2037612246393647,-11.66526016298204,-1.7147383642482055,-8.883925680905009,2.6451785525614328 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.1647194200487185,-11.543263669805198,-1.7120295072653562,-8.797747252929867,2.601402819613077 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.1184503319318499,-11.544191756547767,-1.7442523199971448,-8.80411290841539,2.5570795731236339 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.072742800903881,-11.545044238700316,-1.783096525858923,-8.811859481155694,2.5112358067549356 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.026484296219186,-11.545945798742931,-1.817993025118767,-8.821988346937701,2.4641721555849567 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.979845544166306,-11.546845293016676,-1.8529746989289038,-8.83272067151512,2.416498638941777 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9352191439225817,-11.5224009089587,-1.8991005870165055,-8.868198036864954,2.3688812213196637 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8904309074611896,-11.499227087129125,-1.943012801865848,-8.903926541292208,2.321675824535745 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8458894595407885,-11.47722958245793,-1.9863152527378248,-8.938868422809037,2.2748930944067484 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8016189203128144,-11.456338483494982,-2.02902982288731,-8.972815064879115,2.228445038329554 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,1.7568597681505463,-11.408034208356883,-2.029533399927857,-8.93407342389105,2.182251124198017 
 01/01  07:30:00,-10.3,123.87783879393521,1.0,22.819555959623899,1.0,22.819555959623899,123.87783879393521,1.8284064814882904,-9.734755798602866,-1.6255070092267943,-8.505299109342673,2.1538933142726588 
 01/01  07:45:00,-10.15,609.2361052149693,1.0,109.75755355442667,1.0,109.75755355442667,609.2361052149693,2.2183687797589406,-3.3699413210772248,0.0010485892409519693,-7.072914625589533,2.1919992175509597 
 01/01  08:00:00,-10.0,1111.172358445356,1.0,195.8764694434918,1.0,195.8764694434918,1111.172358445356,2.7199346068487166,3.1232134328149727,1.7090003265973338,-5.650687941788533,2.302381135895138 
 01/01  08:15:00,-9.725,1614.8145795115179,1.0,278.97248314719988,1.0,278.97248314719988,1614.8145795115179,3.098218911353038,8.295176942458701,3.385151523823083,-4.39967050651569,2.463178317061651 
 01/01  08:30:00,-9.45,2149.451485223683,1.0,364.91995730569456,1.0,364.91995730569456,2149.451485223683,3.514148127351576,13.376836927179,4.9788668634472519,-3.1955455651562945,2.6667563023818148 
 01/01  08:45:00,-9.175,2508.346142106506,1.0,420.35879993239237,1.0,420.35879993239237,2508.346142106506,3.806815573828524,16.13545118647446,5.994929465421137,-2.4618023546004226,2.892748978134951 
 01/01  09:00:00,-8.9,2882.8423826304649,1.0,478.00138373643099,1.0,478.00138373643099,2882.8423826304649,4.149617652830128,19.130851741357437,7.019975901602606,-1.7113470054147229,3.131279463842719 
 01/01  09:15:00,-8.350000000000002,3267.2031696683186,1.0,536.9185644770597,1.0,536.9185644770597,3267.2031696683186,4.436406851154426,20.249746530148664,8.044452862792923,-1.0045511983168468,3.3828973707788334 
 01/01  09:30:00,-7.800000000000001,3666.413291120194,1.0,598.0969199229219,1.0,598.0969199229219,3666.413291120194,4.750294587352408,21.503696317412019,9.087656185901324,-0.29708898612068426,3.657158192366687 
