Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.408729424101213,-5.923647558550779,1.3671784536082897,-3.897325513327189,4.816821916135253 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.223686243150857,-8.391370087772977,0.5549898248195291,-5.830180817464566,4.714220081386682 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,4.015486454251526,-10.867346386604347,-0.26213828055483648,-7.769009313612173,4.57637530465339 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.789107718064146,-13.349882479313415,-1.0938734181936525,-9.716414931002305,4.413902717382781 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,3.7187979013287606,-13.151214373985808,-1.1297933158313072,-9.580097679810251,4.268622123458776 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,3.633898814247781,-12.974209475586348,-1.139596179216369,-9.46574861730494,4.159053133677299 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,3.5680462989061616,-12.795916522714223,-1.1467560953274756,-9.341498499688669,4.078935732900033 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.514481278585505,-12.617706937103338,-1.1418073260398388,-9.211923965078086,4.015944637170976 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.4631033565264577,-12.492175308086085,-1.1246707779250756,-9.070143467112644,3.9603499584709747 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.415218094906704,-12.368038749360008,-1.1057586463472263,-8.92762680015744,3.907386610401076 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,3.3683782176288674,-12.245456073734659,-1.0851634873559988,-8.784822367347318,3.8556350959417267 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.3221681360385308,-12.124483644776506,-1.0639255189447568,-8.642195756461547,3.80487977690506 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.2719003403303135,-12.095425089859486,-1.125357041783218,-8.68271510808637,3.7537317460333838 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.2219773364315715,-12.067501607609623,-1.178334521406839,-8.73005816116654,3.7017220972805524 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.17169286624606,-12.041144980794167,-1.2300487223437245,-8.77741254746013,3.649105337326753 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.121216964356264,-12.016218492336423,-1.2813933679146317,-8.823812387047838,3.596254532413596 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,3.0766413639535497,-11.894233418690698,-1.2772410712501597,-8.748906767473784,3.5447265682578474 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,3.0323593351786446,-11.772320527853811,-1.276347412642508,-8.666336534376,3.4951135693701746 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.989250314221163,-11.650381329427996,-1.275381219873566,-8.58263301562647,3.4471199296140195 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.9471119370054725,-11.528450663331969,-1.273624161716839,-8.498530513673927,3.400271098907486 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.89775154785812,-11.529429717079005,-1.3121939851114349,-8.503561946125445,3.352749934096458 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.8490296712199605,-11.530343143310452,-1.3490075441025056,-8.514518526593406,3.303770288114059 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.799730612446467,-11.531300570189137,-1.3855096874818856,-8.526168640646802,3.253643470125228 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.7500900118269007,-11.532255984579067,-1.4223434500912618,-8.53804656913212,3.2029393929833445 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.7024102378490895,-11.508250093975092,-1.4723244433944274,-8.57810057470408,3.1522685562756185 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6545707886654386,-11.485493143236287,-1.5199151802779625,-8.61848018554997,3.101973137610927 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.60696997598163,-11.463892742756692,-1.5668316720975213,-8.658017188769805,3.052075833992475 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.559636036101195,-11.443379754688877,-1.6131181409703004,-8.696477045404777,3.0025039300609928 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,2.5118638105989166,-11.394803012154818,-1.6170270029533072,-8.643519371127468,2.953207109724411 
 01/01  07:30:00,-10.3,148.01653406384325,1.0,22.819555959623899,1.0,22.819555959623899,148.01653406384325,2.5846679506357428,-9.721305622257738,-1.283305698742879,-8.285077686165778,2.922101623239219 
 01/01  07:45:00,-10.15,726.7626658810535,1.0,109.75755355442667,1.0,109.75755355442667,726.7626658810535,2.987490599060189,-3.3540061842647619,0.07705171041226322,-7.066078553820375,2.95892492857878 
 01/01  08:00:00,-10.0,1321.5398876203654,1.0,195.8764694434918,1.0,195.8764694434918,1321.5398876203654,3.5063474231245399,3.1369905898894849,1.5403281293102965,-5.819054898011245,3.0704047337971955 
 01/01  08:15:00,-9.725,1914.2684677032626,1.0,278.97248314719988,1.0,278.97248314719988,1914.2684677032626,3.9021849749924817,8.308132162031156,3.0220315984112746,-4.690218537518319,3.234828971936384 
 01/01  08:30:00,-9.45,2539.072313923231,1.0,364.91995730569456,1.0,364.91995730569456,2539.072313923231,4.331236090495147,13.389401405709054,4.572878312179057,-3.5494263002401,3.443429397230856 
 01/01  08:45:00,-9.175,2952.440164549716,1.0,420.35879993239237,1.0,420.35879993239237,2952.440164549716,4.638461631498214,16.147597772671636,5.563612927098575,-2.8391880026799756,3.6749836258739996 
 01/01  09:00:00,-8.9,3381.5497710085135,1.0,478.00138373643099,1.0,478.00138373643099,3381.5497710085135,4.995844327599759,19.142811612283329,6.558077140666001,-2.115251614099975,3.9194054545101086 
 01/01  09:15:00,-8.350000000000002,3819.72525310092,1.0,536.9185644770597,1.0,536.9185644770597,3819.72525310092,5.298564383390508,20.260923583313166,7.556144616161475,-1.4162660997840249,4.17683742209727 
 01/01  09:30:00,-7.800000000000001,4273.038382064532,1.0,598.0969199229219,1.0,598.0969199229219,4273.038382064532,5.628929895574647,21.51424593579283,8.568574716091007,-0.7180950187832877,4.453309035308644 
 01/01  09:45:00,-7.25,4570.41705598247,1.0,637.6133352894237,1.0,637.6133352894237,4570.41705598247,5.883615726141274,21.574270927078819,9.283799849921593,-0.24913116166459305,4.7426256378503119 
 01/01  10:00:00,-6.7,4863.415499985352,1.0,676.6412284283772,1.0,676.6412284283772,4863.415499985352,6.163117977976683,21.734797994682475,9.977289995422666,0.21705007296463919,5.033470539220273 
 01/01  10:15:00,-6.275,5151.083555253686,1.0,715.0112779846514,1.0,715.0112779846514,5151.083555253686,6.520944725267761,23.832697583619987,10.761293141387683,0.9529322330882906,5.327213178171041 
 01/01  10:30:00,-5.85,5431.980261502767,1.0,752.5077794605232,1.0,752.5077794605232,5431.980261502767,6.868946783713154,25.768103172580316,11.534329610442456,1.6719934221103472,5.627168307040609 
 01/01  10:45:00,-5.425,5348.498206243613,1.0,742.5988714321785,1.0,742.5988714321785,5348.498206243613,7.078483648424062,25.620216289636035,11.701398417988799,1.9453282119350207,5.91438406078497 
 01/01  11:00:00,-5.0,5229.212085323862,1.0,727.8169025450712,1.0,727.8169025450712,5229.212085323862,7.283670600887642,25.391360971970007,11.783838570543026,2.180974416295726,6.17483191867803 
 01/01  11:15:00,-4.575,5024.076099878796,1.0,700.3759009170325,1.0,700.3759009170325,5024.076099878796,7.429740956412218,24.649043250931947,11.715764832216621,2.343908409483447,6.400630740572685 
 01/01  11:30:00,-4.15,4871.94122931558,1.0,681.6705029034473,1.0,681.6705029034473,4871.94122931558,7.59686308039377,24.318849882244899,11.734712123143084,2.5801126927735824,6.599553010032682 
 01/01  11:45:00,-3.7249999999999998,4277.158639322997,1.0,602.01865277251,1.0,602.01865277251,4277.158639322997,7.521444585753264,21.290706865046439,10.975882871579529,2.2737578555720576,6.748821629198192 
 01/01  12:00:00,-3.3,3493.2091881935878,1.0,493.55004396206007,1.0,493.55004396206007,3493.2091881935878,7.330994398030838,17.11248353704987,9.759354486366306,1.6836443891436375,6.822559892426212 
 01/01  12:15:00,-3.0249999999999996,2884.3295946875239,1.0,412.335026418112,1.0,412.335026418112,2884.3295946875239,7.199627478026072,14.268373383636373,8.79761256605127,1.271532379406949,6.835589126067463 
 01/01  12:30:00,-2.75,2112.505852962877,1.0,305.94037763660148,1.0,305.94037763660148,2112.505852962877,6.901698890952472,10.095553301077425,7.4425250152107769,0.5989783047756987,6.796872258074671 
 01/01  12:45:00,-2.475,1928.6430638732532,1.0,281.0763483922329,1.0,281.0763483922329,1928.6430638732532,6.879546908261657,9.583306214330677,7.1614708249438199,0.6728080575442164,6.743605375397613 
 01/01  13:00:00,-2.2,1748.610390799348,1.0,256.7721209415886,1.0,256.7721209415886,1748.610390799348,6.84411978210949,8.976069191407288,6.942511436919403,0.7715371778367626,6.6995083750564758 
 01/01  13:15:00,-1.9250000000000003,1428.4368474723443,1.0,210.73276284570657,1.0,210.73276284570657,1428.4368474723443,6.709833153628825,7.428922209142256,6.372142841533275,0.6284241750192905,6.661586961583246 
 01/01  13:30:00,-1.6500000000000002,1268.9130128286689,1.0,189.38488290342594,1.0,189.38488290342594,1268.9130128286689,6.678405326505807,7.023294721046021,6.150581812317682,0.7150539473226445,6.629111130734105 
 01/01  13:45:00,-1.375,1210.1839078162066,1.0,179.3940297802914,1.0,179.3940297802914,1210.1839078162066,6.672724199241463,7.145360680688165,6.138010420711566,0.9328677392775262,6.60315043547864 
 01/01  14:00:00,-1.1,1150.7838549837705,1.0,169.43349014176136,1.0,169.43349014176136,1150.7838549837705,6.663893938799006,7.244112494392359,6.11968492739868,1.1472510209146095,6.583127126957575 
 01/01  14:15:00,-1.1,1211.2722036175777,1.0,178.15692317953907,1.0,178.15692317953907,1211.2722036175777,6.721697352430053,8.060438098784715,6.273084480161401,1.3034915068116107,6.572043577856485 
