Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.10282591715953,-5.929232368970169,1.8388652373684523,-4.496481562029771,4.5134489615072159 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.922140608171609,-8.396930874340083,1.1748412567665128,-6.5427210966375359,4.418749280005021 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.7209484622621735,-10.872773885960573,0.5062136801143424,-8.595322226050257,4.290894745701786 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.5035103585649325,-13.355212243572046,-0.17671216216274389,-10.65590712222297,4.139795378027717 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,3.438579296650707,-13.15650979755349,-0.23446406752640315,-10.506041411521096,4.00373783059188 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,3.3597200425132907,-12.97936723795928,-0.25949454853332556,-10.365712821047623,3.9004175048871478 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,3.298422159867262,-12.801030662863678,-0.27875245546852059,-10.224821102237343,3.8245942582607879 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,3.2487345278740307,-12.62276593203618,-0.2812934605081523,-10.090825208675199,3.76514077999171 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.20076842270278,-12.497307628653124,-0.28442458475933565,-9.938076323823794,3.712759942741091 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.156273436271633,-12.373249574988162,-0.27821391329757719,-9.803957319923768,3.662909527848228 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,3.112704006147723,-12.250745706471094,-0.2732231508180121,-9.661193613225578,3.6141909454334288 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.06969397256636,-12.129857402675615,-0.26806511656172918,-9.517817018726192,3.5663629029764629 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0229116700077456,-12.100579122964453,-0.3211159392775471,-9.54496998611063,3.5184017304654748 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.9765210164055295,-12.072436201421623,-0.367569871277567,-9.579240066771263,3.4699411480247819 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.929914487828244,-12.045867493598954,-0.4131389012945874,-9.613360258245791,3.421130553703282 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.883210084628721,-12.02073967677816,-0.4584610503055728,-9.646589754988839,3.3722113529870549 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,2.8422283111760477,-11.89868028374926,-0.4629821654095849,-9.56257081092167,3.324439179036479 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,2.801470546116658,-11.776700343566028,-0.46991482656744668,-9.470617180880993,3.2783171593954156 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.7617508388140616,-11.654697688256564,-0.4766317924347163,-9.377741858635887,3.23361170592461 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.722898410024492,-11.532704456970448,-0.4825668355354651,-9.284594666770829,3.1899310754621994 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6769271116206565,-11.533621337517033,-0.5173429612665359,-9.288998502836137,3.1457352665984517 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6315335970533519,-11.534467638399617,-0.5575675521994299,-9.294297839366095,3.100108870661915 
