Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.170078460809154,-5.891538605525636,4.620140005884991,-4.963718004991847,6.648488900844096 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.9925419872116489,-8.358847519498477,4.160576904127936,-7.164624026377396,6.556399241014576 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,5.796459186321271,-10.834046406301284,3.69538209325151,-9.372500644074421,6.434691305880246 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,5.5855968238947899,-13.315856866495741,3.215444935158473,-11.588096190428474,6.2922567409734209 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,5.52165108058476,-13.116693419954912,3.1252025800466187,-11.424839383552922,6.1630155332299749 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,5.44395157646365,-12.939563131588522,3.080751232247735,-11.26431268470401,6.063133472437461 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,5.382184356617655,-12.761319444495225,3.040686835906172,-11.10369580651843,5.987928391135305 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,5.330877033804765,-12.583154276352307,3.0129203210549919,-10.941441923384389,5.9272977033016869 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.280908661823825,-12.45668259922598,2.9918837375038267,-10.805615370037856,5.8728803093508639 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.233939818720645,-12.331559785101759,2.97052014717201,-10.661399686140215,5.8204891464435219 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,5.1877354202997278,-12.207939716568295,2.950647926334568,-10.516540143684836,5.76891212245436 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,5.141946134368543,-12.085879884559314,2.9313396353261966,-10.371792114935318,5.718021627848768 
