Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.3123925255684529,-5.943625551295771,1.3236507179688034,-4.732588630995451,3.704403152668231 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.13378455164893,-8.411425694747229,0.6840073730120935,-6.799299830338896,3.6134993431545419 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,2.9350664416235547,-10.887404457983197,0.040439762691903528,-8.872545308824386,3.4896173897735136 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.720323984449823,-13.369968418564648,-0.6171612286173058,-10.953812415910534,3.3424199859464296 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,2.6588560156802916,-13.171363650029573,-0.6773256348378709,-10.803844961638675,3.2096094713909859 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,2.5831806225064226,-12.994159366722279,-0.7019396182423634,-10.660033166490053,3.1089452335061624 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,2.5247776097565746,-12.815762607061615,-0.7211232904201097,-10.515761269519885,3.035553689085639 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.4778888247436678,-12.637433298617863,-0.7237536556503414,-10.37862489033887,2.9785763774352809 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.4326545327897675,-12.512317200668918,-0.7280769504207001,-10.227507315617459,2.9287892168561626 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.3909238832869099,-12.388615308098018,-0.7232538187443538,-10.094932931395306,2.881615292203181 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.350139033158321,-12.266485458770955,-0.7194975326971189,-9.953969639067168,2.8356083390245554 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.309910922448261,-12.145990040901787,-0.7155228109411382,-9.812472508715019,2.790498147744457 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.265998750631836,-12.116196019427529,-0.7644910834779353,-9.834579101603254,2.7453387406297455 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.2224853283634209,-12.087556594769323,-0.8074584005511269,-9.86377731974028,2.6997761897356495 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.178791773453427,-12.060515065866328,-0.8496218495719177,-9.892860984185007,2.653925075595145 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.1350178892118234,-12.034938013414714,-0.891565125063039,-9.921140166514988,2.6079905852696179 
 01/01  04:15:00,-10.975,0.0,0.0,0.0,0.0,0.0,0.0,2.0969473389388506,-11.912810934659302,-0.8956712809506939,-9.834997867816583,2.5631555119196856 
 01/01  04:30:00,-10.85,0.0,0.0,0.0,0.0,0.0,0.0,2.059082207216674,-11.790769455679259,-0.9019043339184236,-9.74097042094462,2.519906884392867 
 01/01  04:45:00,-10.725,0.0,0.0,0.0,0.0,0.0,0.0,2.022216580411475,-11.668706242144406,-0.9079029739978637,-9.646065671491215,2.478030096659189 
 01/01  05:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9861909825048437,-11.546652673893421,-0.9131350709830599,-9.550912100275923,2.4371534187726326 
 01/01  05:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9429814489597759,-11.547523222925309,-0.9462792506756159,-9.554253874260099,2.3957647857138149 
 01/01  05:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.9003503559926696,-11.548317261340527,-0.9842762893170516,-9.55862762667482,2.352967590241161 
 01/01  05:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8571854880156825,-11.549158150540642,-1.0194110519585138,-9.565972400929696,2.3090274107456518 
 01/01  06:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8136564170720067,-11.549997540510019,-1.054752955455001,-9.573798845908584,2.2644980221610648 
 01/01  06:15:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7722165666544494,-11.525413465375216,-1.0955529762089782,-9.597430186559507,2.220094624453408 
 01/01  06:30:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7306257890170227,-11.50210411739656,-1.1346329866712495,-9.621121532797816,2.1761845955451659 
 01/01  06:45:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.689309239350874,-11.479977223451188,-1.1733192487937459,-9.644173860624108,2.1327530475083558 
 01/01  07:00:00,-10.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6482796752064478,-11.45896301924578,-1.2115496030742179,-9.666463073324053,2.0896820519246468 
 01/01  07:15:00,-10.45,0.0,0.0,0.0,0.0,0.0,0.0,1.6064928106021497,-11.41066837743029,-1.226289271093492,-9.619169316124499,2.0466125073375966 
 01/01  07:30:00,-10.3,110.82044073017923,1.0,22.819555959623899,1.0,22.819555959623899,110.82044073017923,1.6770880886227449,-9.737521348276533,-0.8565280297293612,-9.24442223894863,2.0199658541165279 
 01/01  07:45:00,-10.15,544.6828804371975,1.0,109.75755355442667,1.0,109.75755355442667,544.6828804371975,2.0536654206679136,-3.3737885345177398,0.6664809831553384,-7.936295566924912,2.054942569322361 
 01/01  08:00:00,-10.0,992.3066743283628,1.0,195.8764694434918,1.0,195.8764694434918,992.3066743283628,2.564266135540045,3.155179279047285,2.3570083693985568,-6.6253672420305069,2.155755160171818 
 01/01  08:15:00,-9.725,1440.2997097733874,1.0,278.97248314719988,1.0,278.97248314719988,1440.2997097733874,2.900428731534142,8.287269795973643,3.9122573562614209,-5.488143658187937,2.307334453849323 
 01/01  08:30:00,-9.45,1914.6166852629006,1.0,364.91995730569456,1.0,364.91995730569456,1914.6166852629006,3.3068299025715337,13.374339662323975,5.432064332898676,-4.365028271927827,2.5013330478181698 
 01/01  08:45:00,-9.175,2231.305488841833,1.0,420.35879993239237,1.0,420.35879993239237,2231.305488841833,3.5849915085879044,16.132071879002308,6.435211964095174,-3.6790825264230309,2.7177695282448717 
 01/01  09:00:00,-8.9,2561.1305056366447,1.0,478.00138373643099,1.0,478.00138373643099,2561.1305056366447,3.9130220351487674,19.12749403371622,7.438935641579292,-2.968426136200435,2.9466000873904965 
 01/01  09:15:00,-8.350000000000002,2899.0101022759524,1.0,536.9185644770597,1.0,536.9185644770597,2899.0101022759524,4.183999691313614,20.246413159243628,8.464601678581403,-2.2442949645623004,3.188808139825425 
 01/01  09:30:00,-7.800000000000001,3249.4363806212479,1.0,598.0969199229219,1.0,598.0969199229219,3249.4363806212479,4.4807105670913229,21.500426612449528,9.50739940774281,-1.5233281588619435,3.4523658386320617 
 01/01  09:45:00,-7.25,3481.9657664802628,1.0,637.6133352894237,1.0,637.6133352894237,3481.9657664802628,4.707706647162587,21.561128044599199,10.241207384088569,-1.0337576471957846,3.723040270767379 
 01/01  10:00:00,-6.7,3711.4692066256159,1.0,676.6412284283772,1.0,676.6412284283772,3711.4692066256159,4.955323278410598,21.72209403576431,10.950237259003643,-0.5476248330248836,3.989443533608479 
 01/01  10:15:00,-6.275,3937.02639173272,1.0,715.0112779846514,1.0,715.0112779846514,3937.02639173272,5.279552861288726,23.819723130862614,11.70600333297432,0.18576999973299736,4.254031239598603 
 01/01  10:30:00,-5.85,4157.329309887517,1.0,752.5077794605232,1.0,752.5077794605232,4157.329309887517,5.5914259586596259,25.754804896591336,12.451155050351872,0.8983105414353645,4.521317425067732 
 01/01  10:45:00,-5.425,4096.133492582831,1.0,742.5988714321785,1.0,742.5988714321785,4096.133492582831,5.772634938896109,25.60670201024506,12.573926360877693,1.1765431878181972,4.774547086854192 
 01/01  11:00:00,-5.0,4006.407768443379,1.0,727.8169025450712,1.0,727.8169025450712,4006.407768443379,5.949388669171607,25.377499576321897,12.60867328764175,1.4205225159701059,5.001588907635754 
 01/01  11:15:00,-4.575,3850.4596034320859,1.0,700.3759009170325,1.0,700.3759009170325,3850.4596034320859,6.071221127050968,24.634892945029394,12.477698565452898,1.5940484740916646,5.1960055566053608 
 01/01  11:30:00,-4.15,3733.2487454692306,1.0,681.6705029034473,1.0,681.6705029034473,3733.2487454692306,6.213910793372918,24.304436323026449,12.447404814222182,1.846980192691717,5.365425486075541 
 01/01  11:45:00,-3.7249999999999998,3275.277564831101,1.0,602.01865277251,1.0,602.01865277251,3275.277564831101,6.130745618369587,21.276105193891007,11.604952416262222,1.5672699933895729,5.489488176553977 
 01/01  12:00:00,-3.3,2673.5515404964696,1.0,493.55004396206007,1.0,493.55004396206007,2673.5515404964696,5.944969776628183,17.097612525137774,10.276288382083749,1.0052523430715042,5.546193163598748 
 01/01  12:15:00,-3.0249999999999996,2203.5246132780878,1.0,412.335026418112,1.0,412.335026418112,2203.5246132780878,5.812410666212722,14.253109298310083,9.242664500570357,0.6252250345701214,5.549454440454358 
 01/01  12:30:00,-2.75,1610.4908927518048,1.0,305.94037763660148,1.0,305.94037763660148,1610.4908927518048,5.528224277131798,10.079744196284868,7.798256527745252,-0.013571710845155849,5.508586166518902 
 01/01  12:45:00,-2.475,1468.5692316506689,1.0,281.0763483922329,1.0,281.0763483922329,1468.5692316506689,5.509139971356273,9.56607855030998,7.469543749036234,0.07990825024648984,5.455303023782174 
 01/01  13:00:00,-2.2,1329.611204626009,1.0,256.7721209415886,1.0,256.7721209415886,1329.611204626009,5.477119700891526,8.959825813476045,7.206605880717575,0.19809212912400654,5.409956053319153 
 01/01  13:15:00,-1.9250000000000003,1085.0476610066797,1.0,210.73276284570657,1.0,210.73276284570657,1085.0476610066797,5.355522917776333,7.411631406203103,6.583577313106048,0.06828358507743815,5.368811269248734 
 01/01  13:30:00,-1.6500000000000002,962.0729872756549,1.0,189.38488290342594,1.0,189.38488290342594,962.0729872756549,5.326810013003743,7.0053382061322229,6.311844687087671,0.16516864913000973,5.332722499045798 
