Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.970607274634683,-5.89525101409925,2.399373439768283,-3.4307032741182867,6.412826384816886 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,5.780686789846855,-8.362784419953643,1.5692254381011708,-5.345732350035519,6.303531376334983 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,5.5683726885519,-10.838425454133122,0.732478974849414,-7.266791062459902,6.159030897234562 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,5.338494452087772,-13.320699951949994,-0.1191086100634493,-9.196315601821312,5.990447156190727 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,5.260946531116633,-13.121855269665322,-0.15430011360774643,-9.060169159501584,5.839970686086989 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,5.1704630632042829,-12.944926742532147,-0.167178149441213,-8.950094833562219,5.725783891202885 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,5.099176135342741,-12.766760006444285,-0.17677925542477625,-8.829857320476834,5.641089218804339 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,5.040213612653513,-12.588679839727855,-0.1742863771030443,-8.704139731723103,5.573243810999523 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.983504212652323,-12.462470743882545,-0.15656106664869186,-8.559725060064807,5.512522848235356 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,4.9301963486273119,-12.337627058515926,-0.13736133010831964,-8.4141986366227,5.454272612719595 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,4.877898326124606,-12.214301212513292,-0.1165739555861478,-8.268312074529206,5.39717037138586 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.8262351818315729,-12.092547880994774,-0.09516521058031913,-8.122576941001285,5.341052971298846 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.7703785635161959,-12.064510705723079,-0.16413263688946246,-8.170946925687077,5.284401973488717 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.7148532940261049,-12.037569366095724,-0.22391371427977448,-8.22611417094231,5.226731111972412 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,4.658906986926564,-12.012147605104698,-0.2823420519996489,-8.281293234311989,5.168357561325544 
