Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.474140922159335,-5.940664985091389,0.6773462686818448,-4.119508229058624,3.859642201599548 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,3.2908719361552056,-8.408518648031923,-0.13806698892614123,-6.052437869803157,3.760358492065263 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,3.0845303141607727,-10.884686273281775,-0.9576951478421734,-7.9914487832894569,3.6255448356950934 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,2.8599989291829814,-13.367401115940286,-1.7915903948854748,-9.939135680474124,3.465706253062092 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,2.7928924382014777,-13.168869449892347,-1.8257361109050976,-9.804414055511188,3.322659989700025 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,2.7108924595785037,-12.991805991708663,-1.8327208830176006,-9.689019190257568,3.2151910665539775 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,2.6478737419174007,-12.813444776469368,-1.837236883661717,-9.563834355794029,3.137328307811906 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,2.597194093886006,-12.635161826699008,-1.8296746112529832,-9.433313634486126,3.0768675162613188 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.548703012712268,-12.510042395822993,-1.8112011686772576,-9.293520369727617,3.0240326843081339 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.503783722461727,-12.386335590638984,-1.7908042308253017,-9.15317717183018,2.973966888455137 
 01/01  02:45:00,-11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.4599499559140147,-12.26420445464973,-1.7686776710882555,-9.01258830352947,2.9251781189150636 
 01/01  03:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.4167565571568789,-12.143706299347733,-1.7458992645866829,-8.872207560797733,2.877411007357753 
 01/01  03:15:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.369562935946765,-12.114039503726464,-1.8035180762295796,-8.909081342965692,2.8293130779294834 
 01/01  03:30:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.3227167484089157,-12.085531829289414,-1.8530100867286593,-8.952727446856784,2.780413831869382 
 01/01  03:45:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.275530688544116,-12.05861935178095,-1.9012636077893604,-8.996413740433923,2.7309403508945846 
 01/01  04:00:00,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,2.228159586441979,-12.033164768467863,-1.949156340707873,-9.039197663411187,2.6812413488245929 
