Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ZONE ONE:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Sunlit Fraction [](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Incident Solar Radiation Rate per Area [W/m2](TimeStep),ZN001:WALL001:WIN001:Surface Window Transmitted Solar Radiation Rate [W](TimeStep),ZN001:WALL001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:Surface Outside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Inside Face Temperature [C](TimeStep),ZN001:WALL001:WIN001:Surface Outside Face Temperature [C](TimeStep),ZONE ONE:Zone Mean Air Temperature [C](TimeStep) 
 01/01  00:15:00,-4.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2.16786167791327,-5.964503784431288,0.19324175537161637,-4.783797350243731,2.5279557274351309 
 01/01  00:30:00,-6.949999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.9906646939124424,-8.432405203742709,-0.5038507449660301,-6.8101176112360239,2.438608565962725 
 01/01  00:45:00,-9.575,0.0,0.0,0.0,0.0,0.0,0.0,1.7916363833158696,-10.908727503201405,-1.2033023319207815,-8.842816898036233,2.3151780814499367 
 01/01  01:00:00,-12.2,0.0,0.0,0.0,0.0,0.0,0.0,1.575427414445397,-13.3915623909034,-1.916623367194802,-10.883892579643203,2.1673093484272405 
 01/01  01:15:00,-12.075,0.0,0.0,0.0,0.0,0.0,0.0,1.5168649416067127,-13.193137469138158,-1.9670612871502727,-10.740598556970895,2.034044284558901 
 01/01  01:30:00,-11.95,0.0,0.0,0.0,0.0,0.0,0.0,1.4427009831613345,-13.015930662549403,-1.9841538703878996,-10.60132330361347,1.933788910004863 
 01/01  01:45:00,-11.825,0.0,0.0,0.0,0.0,0.0,0.0,1.3863958117214215,-12.83745868813263,-1.9917238024610243,-10.471465544443845,1.8617547763743566 
 01/01  02:00:00,-11.7,0.0,0.0,0.0,0.0,0.0,0.0,1.3417752781441344,-12.659051975745842,-1.994644454502236,-10.318625421979334,1.8066889355669678 
 01/01  02:15:00,-11.549999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.299117103141503,-12.534468370690768,-1.9842147121363497,-10.188942832188275,1.7592879715165302 
 01/01  02:30:00,-11.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1.259979524389498,-12.411315296542261,-1.9745971407047023,-10.05103649663505,1.7147416248172965 
